cell,datetime,days,type,dischargeCycles,initialCapacity,capacity,Voltage0,DeltaVoltage3,Voltage10,Temperature10,Voltage20,Temperature20,Voltage30,Temperature30,eodTime,remainingTime
B0005,29/04/2008 17:05:27,27.164699074074075,discharge,49,1.8564874208181574,1.7831890223273275,4.199933846791869,0.298284392818458,3.7689702478486544,30.982479976064987,3.6266487546992163,32.003106198688194,3.5294251074087915,33.77402804817062,3201.5914903779053,2001.5914903779053
B0005,29/04/2008 22:00:04,27.36929398148148,discharge,50,1.8564874208181574,1.7673642076278957,4.199365021329158,0.3031171333063565,3.762291284389991,30.216462233048663,3.620178194495819,31.30664753854217,3.5238605886679433,33.11103067821263,3173.6148933981053,1973.6148933981053
B0005,30/04/2008 02:43:55,27.566412037037036,discharge,51,1.8564874208181574,1.7570177850353066,4.19902365945384,0.3061441154858642,3.7580301303629677,29.754377754651717,3.6157813818802595,30.90519699588137,3.5201430077576124,32.71235903668033,3150.931751074371,1950.9317510743708
B0005,30/04/2008 07:41:42,27.77320601851852,discharge,52,1.8564874208181574,1.7468706179837907,4.199432142144215,0.30904236473274427,3.754797754715163,29.470338379460394,3.6123396964297574,30.587847417800806,3.516955692632624,32.48952478569917,3135.5426739271675,1935.5426739271675
B0005,30/04/2008 12:28:49,27.97259259259259,discharge,53,1.8564874208181574,1.7417172507457144,4.199640922827531,0.3102915295162747,3.7533330696024834,29.43623379772558,3.6108688491486705,30.64112738497714,3.5152728788556398,32.570646280255716,3121.297506635838,1921.297506635838
B0005,30/04/2008 17:20:16,28.17498842592593,discharge,54,1.8564874208181574,1.7364225056478186,4.199305653118061,0.3091175479185013,3.753572483968759,29.77520507581605,3.6102939591870453,30.95873795118112,3.5148646361831704,32.99450039874415,3111.9268626552016,1911.9268626552016
B0005,30/04/2008 22:14:54,28.37959490740741,discharge,55,1.8564874208181574,1.7263217239235826,4.198949734540481,0.3110973337635863,3.7506391718775345,29.55138687042852,3.6072585675768845,30.735730783437543,3.511816748577107,32.714352738875164,3094.900643105501,1894.9006431055009
B0005,01/05/2008 03:15:33,28.588379629629628,discharge,56,1.8564874208181574,1.7158065389330133,4.19834220599025,0.31273270155253785,3.747941180976579,29.43172136303475,3.6042991599862333,30.60702124683223,3.509220807343338,32.608141861775316,3079.7589156034824,1879.7589156034824
B0005,01/05/2008 08:16:03,28.797060185185185,discharge,57,1.8564874208181574,1.710533351135192,4.198995776266302,0.3146780939502194,3.7465677356105482,29.30071317894571,3.6021835755747005,30.55341899250786,3.5073044641220164,32.60252399103696,3068.260320301427,1868.2603203014269
B0005,01/05/2008 13:14:24,29.004247685185188,discharge,58,1.8564874208181574,1.706014499648521,4.19916986492694,0.3148707968885467,3.7458224164849154,29.47130285156545,3.6013960271700167,30.761394481651447,3.506546313592849,32.84745762708047,3059.0228724773833,1859.0228724773833
B0005,01/05/2008 18:11:10,29.21033564814815,discharge,59,1.8564874208181574,1.7003110272642588,4.199246833083063,0.3134183111867701,3.746582188935717,29.938281943075893,3.601556855521606,31.14752949121416,3.506140512322951,33.174738957120475,3050.449697310584,1850.4496973105838
B0005,01/05/2008 23:10:15,29.41803240740741,discharge,60,1.8564874208181574,1.6945798601797895,4.1992551886401595,0.31562141374811414,3.7444546563172936,29.70555485492809,3.5989879896811163,30.96915546937862,3.5035594504682717,33.06127690534572,3037.2145008492284,1837.2145008492284
B0005,02/05/2008 03:53:34,29.614780092592593,discharge,61,1.8564874208181574,1.6849029086609286,4.199610827671791,0.31746104659543617,3.742450109707927,29.59482237028618,3.5968645533523724,30.88918034944023,3.501989597448384,32.92207563935641,3023.0460644322193,1823.0460644322193
B0005,02/05/2008 08:44:40,29.81693287037037,discharge,62,1.8564874208181574,1.6744741591159717,4.1994453812630566,0.3193882268724204,3.7398014128604333,29.42440673016331,3.593484845923425,30.711225829234515,3.4985918337240043,32.76095246363725,3009.0345987868327,1809.0345987868327
B0005,02/05/2008 13:43:05,30.02416666666667,discharge,63,1.8564874208181574,1.6745692479879102,4.198991968341307,0.3190599171721642,3.739323613205186,29.578459269138055,3.593005898325765,30.954185041812078,3.4981892091062603,33.05754481691774,3002.281669216825,1802.2816692168249
B0005,02/05/2008 19:07:48,30.24966435185185,discharge,64,1.8564874208181574,1.663716375981405,4.197785116892181,0.3175700256953413,3.7387669383431734,29.73092395028299,3.5909479904045103,30.9287272960054,3.495276553557412,32.911598206429304,2989.22087846824,1789.2208784682398
B0005,02/05/2008 23:24:17,30.427777777777777,discharge,65,1.8564874208181574,1.659013868748246,4.201331130571617,0.32089704741946923,3.738354970812494,29.81677880431526,3.5913102609653587,31.170724887827358,3.4960451363774596,33.24946847977627,2980.665556524989,1780.665556524989
B0005,03/05/2008 04:13:08,30.628368055555555,discharge,66,1.8564874208181574,1.6538540573335014,4.199339974904826,0.322296012635261,3.735089456696909,29.621624613828768,3.5873469157343414,31.05147421550342,3.49248322762422,33.17740739340515,2965.219357150892,1765.219357150892
B0005,03/05/2008 09:10:19,30.83474537037037,discharge,67,1.8564874208181574,1.642653782130131,4.198916244859707,0.3243571816031192,3.7321178688234733,29.493135965149886,3.584426343872952,30.947174081115243,3.489574335785187,33.10721790603164,2951.7342540998247,1751.7342540998247
B0005,03/05/2008 14:04:34,31.03908564814815,discharge,68,1.8564874208181574,1.6378578430223698,4.198537488587242,0.3253608256587266,3.7304115610127813,29.49323686750041,3.5823136674424574,30.969348979273768,3.487424706519233,33.13430335129025,2938.8434953543956,1738.8434953543956
B0005,03/05/2008 18:58:13,31.243009259259257,discharge,69,1.8564874208181574,1.6327350407099108,4.198943932259475,0.32590555406111754,3.730002141617377,29.56898073136393,3.5811554205070366,31.05284861995939,3.486015161548472,33.229991950788644,2930.307784950603,1730.307784950603
B0005,03/05/2008 23:42:30,31.44042824074074,discharge,70,1.8564874208181574,1.6277528915533617,4.199579806494986,0.32708846512181333,3.7288967791679597,29.583790383999297,3.5794450678708394,31.11112704821547,3.484311874702935,33.30068803957533,2918.845003206769,1718.845003206769
B0005,04/05/2008 04:41:40,31.648182870370373,discharge,71,1.8564874208181574,1.622125485521159,4.198782234828033,0.328226750636766,3.7266993340636088,29.56893720904556,3.577078843752921,31.097666884708858,3.48190337933592,33.32749722805167,2907.257262041079,1707.2572620410788
B0005,04/05/2008 09:40:11,31.85548611111111,discharge,72,1.8564874208181574,1.6113256603765849,4.19910517813207,0.32971842049546485,3.7251135307915684,29.53734359761969,3.5753481959609523,31.102898017791816,3.4795307362523973,33.323886005170046,2896.2129740785927,1696.2129740785927
B0005,04/05/2008 14:38:13,32.0624537037037,discharge,73,1.8564874208181574,1.6065631397488385,4.198510853141954,0.3303753360717918,3.723249506648742,29.54997697360116,3.5731099806393285,31.116177605252137,3.4772992157296465,33.38163584574917,2883.401393840697,1683.401393840697
B0005,04/05/2008 19:37:07,32.27002314814815,discharge,74,1.8564874208181574,1.6015142233917594,4.198732430468704,0.3319412910802084,3.7215016596991166,29.524887158416288,3.5711278304817458,31.128472803564392,3.4753864693882,33.39527062173447,2871.3735569820747,1671.3735569820747
B0005,05/05/2008 00:35:53,32.4775,discharge,75,1.8564874208181574,1.590369231400328,4.198799630396931,0.333298417090202,3.7197127190572026,29.47425912882634,3.5687943653792447,31.105144189565554,3.4727698488502123,33.38867764084425,2859.5632457817815,1659.5632457817815
B0005,05/05/2008 05:28:13,32.68050925925926,discharge,76,1.8564874208181574,1.5857889968242211,4.198753541225669,0.33492571439037055,3.7176832748697786,29.431180164504784,3.566457547806964,31.074140331071828,3.469920893999621,33.39701897732704,2846.0616118174758,1646.0616118174758
B0005,05/05/2008 11:41:31,32.93974537037037,discharge,77,1.8564874208181574,1.5849430707374117,4.200309982421394,0.3367824537978388,3.716911943900797,29.355468100041442,3.564187531753059,30.97903739613789,3.466780991961155,33.236138973633935,2842.5622663728363,1642.5622663728363
B0005,05/05/2008 20:40:08,33.31378472222222,discharge,78,1.8564874208181574,1.5955263892495937,4.201124089732316,0.33238033504529696,3.722029113096715,29.97752559682058,3.570644116384729,31.54333532026562,3.473781352187505,33.71285705436521,2864.866406379799,1664.8664063797992
B0005,06/05/2008 01:38:46,33.52116898148148,discharge,79,1.8564874208181574,1.5747301747801037,4.198150316653697,0.3374096341072246,3.7140023270172136,29.356444491812596,3.561998679645593,30.99803000134074,3.465113745884011,33.27306610473833,2830.289944895129,1630.2899448951289
B0005,06/05/2008 06:37:06,33.72834490740741,discharge,80,1.8564874208181574,1.5649019950937946,4.198524048997099,0.3413437331115925,3.709882396916773,28.998182317376315,3.5575918252100185,30.723231409859867,3.4603009959688475,33.07516721519912,2811.8234392920367,1611.8234392920367
B0005,06/05/2008 11:25:21,33.92851851851852,discharge,81,1.8564874208181574,1.5597659473370362,4.198840869468569,0.34211277479349667,3.7086363297992597,29.10381310750955,3.555980187787889,30.86771625864405,3.45888694303046,33.273966603589535,2800.3952392766323,1600.3952392766323
B0005,06/05/2008 16:23:36,34.13563657407408,discharge,82,1.8564874208181574,1.5594815668184234,4.198119631667182,0.3403272642916728,3.709815825113905,29.57662876860303,3.5564866321486033,31.344409414582362,3.459255418116446,33.74020779791676,2795.691503283217,1595.6915032832171
B0005,06/05/2008 21:21:49,34.34273148148148,discharge,83,1.8564874208181574,1.55468935359061,4.198320288264955,0.33944339392926404,3.7101438668775444,29.86564024130406,3.5564559260748525,31.613515554034173,3.4587085812991316,34.00196133061684,2789.1679937830513,1589.1679937830513
B0005,07/05/2008 02:17:25,34.54800925925926,discharge,84,1.8564874208181574,1.5488741079890418,4.1980467610750285,0.3412564749713294,3.7074478333319982,29.7379025329608,3.5531472798546586,31.52614701475918,3.4554379343990043,33.92905716134854,2775.4798075811914,1575.4798075811914
B0005,07/05/2008 07:04:02,34.74704861111111,discharge,85,1.8564874208181574,1.538236598942558,4.199047008209673,0.34440781056484626,3.704766851137149,29.545190018419234,3.5501842049892764,31.352569005841907,3.4512504234255337,33.73811778782929,2760.6351721411875,1560.6351721411875
B0005,07/05/2008 12:01:49,34.95384259259259,discharge,86,1.8564874208181574,1.527914258251028,4.197669918520713,0.3470792271170784,3.7008887735816676,29.237326005096048,3.5458827235374604,31.089581627700046,3.4465022219257775,33.545096321468826,2745.0170141947265,1545.0170141947265
B0005,07/05/2008 16:59:29,35.160555555555554,discharge,87,1.8564874208181574,1.5285252629756445,4.197600624105256,0.3470128039246969,3.7005698095656645,29.450533121885712,3.5456732933435426,31.363165564477754,3.446403155378973,33.882528202171194,2739.9319596183827,1539.9319596183827
B0005,07/05/2008 21:56:09,35.36657407407407,discharge,88,1.8564874208181574,1.522647325284378,4.197985718630326,0.345540351289638,3.701591925830375,29.819872424596525,3.546264263365271,31.6960702190832,3.4469006578395005,34.19766502007304,2737.2412203162,1537.2412203161998
B0005,08/05/2008 02:53:49,35.57328703703704,discharge,89,1.8564874208181574,1.5174859938489869,4.198164128530042,0.3465605902215234,3.7004285508968477,29.868930637505766,3.544442876301368,31.767041326496955,3.444677892573092,34.27467606702798,2728.227395563446,1528.227395563446
B0005,09/05/2008 12:25:07,36.97002314814815,discharge,90,1.8564874208181574,1.605818899130659,4.222920057935785,0.34138765218622735,3.734297074725384,29.77082142241177,3.5692888821617124,31.311974793627613,3.4672682549006066,33.707527296053854,2885.3570269074157,1685.3570269074157
B0005,09/05/2008 20:28:09,37.30546296296296,discharge,91,1.8564874208181574,1.5638491446744425,4.200423045909808,0.33507833409237975,3.715561682141988,30.34577199265065,3.561234650460067,31.995784647490556,3.464318628810066,34.361493927420796,2802.1770203035267,1602.1770203035267
B0005,10/05/2008 01:21:56,37.509479166666665,discharge,92,1.8564874208181574,1.5480915247767786,4.198372063670128,0.3372521335428922,3.7107154266024747,30.296892356973345,3.5557263235893872,32.01310772682007,3.4583758962811717,34.42127851010175,2774.7922356132763,1574.7922356132763
B0005,10/05/2008 06:18:12,37.71521990740741,discharge,93,1.8564874208181574,1.5323755631868592,4.198353213898968,0.34057825193226865,3.7066721076464013,30.066926971433507,3.5513820493744475,31.841335378700183,3.4534654160523095,34.30063093176034,2755.430338724946,1555.430338724946
B0005,10/05/2008 11:16:04,37.92207175925926,discharge,94,1.8564874208181574,1.5269528268489705,4.197873789078739,0.34346570694601564,3.7027039974529363,29.861267910000905,3.547310945183395,31.706937874068668,3.4486968036986765,34.17355168076039,2737.1954569492373,1537.1954569492373
B0005,10/05/2008 16:11:56,38.12753472222222,discharge,95,1.8564874208181574,1.5169573017136326,4.197955644238241,0.34515350587726523,3.7005409404915324,29.751340656822663,3.544303315183042,31.634859865694796,3.4452026259041864,34.15549783417219,2723.9082785972387,1523.9082785972387
B0005,10/05/2008 21:07:54,38.33306712962963,discharge,96,1.8564874208181574,1.5118975960142693,4.197918434710392,0.3466395011988128,3.69881391528884,29.808796038818805,3.542398831005538,31.71948621678657,3.4427257597161276,34.246659058254785,2712.321489217445,1512.321489217445
B0005,11/05/2008 02:05:21,38.53962962962963,discharge,97,1.8564874208181574,1.5065638960681105,4.197739340034368,0.3473965332031099,3.6971774382488594,29.84252618753998,3.540300358340487,31.748787453941198,3.4403097733109393,34.31590869391214,2702.7726057086907,1502.7726057086907
B0005,11/05/2008 06:55:27,38.741087962962965,discharge,98,1.8564874208181574,1.5015453526671363,4.19785490446139,0.3485828737737693,3.6956880879984655,29.854795062820312,3.5384183769766464,31.806769049867306,3.4377245987114504,34.37102749508661,2691.8831921228243,1491.8831921228243
B0005,11/05/2008 11:52:47,38.94756944444445,discharge,99,1.8564874208181574,1.4908444050400238,4.197306756122815,0.34974746690713365,3.69323800040009,29.830901833347156,3.536021978935198,31.829145853903157,3.4349915556680464,34.42219298181796,2681.0623949877113,1481.0623949877113
B0005,11/05/2008 16:49:58,39.15394675925926,discharge,100,1.8564874208181574,1.485868384561201,4.197528212001444,0.3507387424373083,3.692157637034547,29.885062943878143,3.5342202282901876,31.88646313656951,3.4327233296553485,34.50052481848077,2672.0537455318954,1472.0537455318954
B0005,11/05/2008 21:47:12,39.360358796296296,discharge,101,1.8564874208181574,1.480413677976106,4.19743662221161,0.3522140161548153,3.690503029497801,29.88230426674636,3.5321496152553062,31.905089307424582,3.4299469279919803,34.553541287032225,2661.4261727449157,1461.4261727449157
B0005,12/05/2008 02:36:58,39.561585648148146,discharge,102,1.8564874208181574,1.4752095869031632,4.197717228550219,0.35332542961816893,3.6890149027864054,29.869844687975935,3.530199057694404,31.927649626400644,3.4276780231362194,34.58259622011657,2651.48742273408,1451.4874227340802
B0005,12/05/2008 12:56:34,39.99186342592593,discharge,103,1.8564874208181574,1.4859035988304024,4.192454851360723,0.3501045407657952,3.688783341676214,29.910175046511075,3.5304311440354867,31.91707339033813,3.4289713186509676,34.607483079668036,2663.3877277008055,1463.3877277008055
