Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,id_cycle,type,ambient_temperature,time,Battery
3.71640900822778,-2.01299613028586,30.0326427784002,1.9982,2.799,745.578,1.85648742081816,1,discharge,24,2008,B0005
3.71279183783938,-2.01075794856787,30.0943578503626,1.9982,2.795,763.797,1.85648742081816,1,discharge,24,2008,B0005
3.70842761443677,-2.01370126925639,30.1385033025236,1.9982,2.791,782.109,1.85648742081816,1,discharge,24,2008,B0005
3.70479177165461,-2.01114443646185,30.1867640211383,1.9982,2.787,800.484,1.85648742081816,1,discharge,24,2008,B0005
3.7006825777963,-2.01217407576836,30.2378291918477,1.9982,2.783,818.797,1.85648742081816,1,discharge,24,2008,B0005
3.69675771477012,-2.01231592461865,30.2805147429291,1.9982,2.779,837.016,1.85648742081816,1,discharge,24,2008,B0005
3.6930393322124,-2.01201237565114,30.3348373139885,1.9982,2.775,855.25,1.85648742081816,1,discharge,24,2008,B0005
3.68917679669778,-2.01208037472717,30.3862846045558,1.9982,2.772,873.578,1.85648742081816,1,discharge,24,2008,B0005
3.68521448154197,-2.01071108108784,30.4225886747345,1.9982,2.768,891.812,1.85648742081816,1,discharge,24,2008,B0005
3.68149374141573,-2.01334411961785,30.4742900707527,1.9982,2.765,910.141,1.85648742081816,1,discharge,24,2008,B0005
3.67779221378976,-2.01103073973055,30.5216390363265,1.9982,2.761,928.391,1.85648742081816,1,discharge,24,2008,B0005
3.6740618131821,-2.01268369370295,30.5656425598449,1.9982,2.757,946.719,1.85648742081816,1,discharge,24,2008,B0005
3.67030176499603,-2.01144124181049,30.6143425402744,1.9982,2.753,965.047,1.85648742081816,1,discharge,24,2008,B0005
3.66673391153022,-2.0127904770485,30.655398564595,1.9982,2.749,983.391,1.85648742081816,1,discharge,24,2008,B0005
3.66299804950626,-2.01156919175811,30.7035124118093,1.9982,2.746,1001.766,1.85648742081816,1,discharge,24,2008,B0005
3.65966438680144,-2.01266319129602,30.7586168707735,1.9982,2.743,1020.172,1.85648742081816,1,discharge,24,2008,B0005
3.65589413612439,-2.01390538807608,30.8059086555575,1.9982,2.739,1038.594,1.85648742081816,1,discharge,24,2008,B0005
3.65232651300318,-2.01071577554447,30.8597146006204,1.9982,2.735,1056.922,1.85648742081816,1,discharge,24,2008,B0005
3.64876348229365,-2.01202154557025,30.9101040918582,1.9982,2.732,1075.203,1.85648742081816,1,discharge,24,2008,B0005
3.64554685927165,-2.00921432744165,30.9551582034418,1.9982,2.729,1093.687,1.85648742081816,1,discharge,24,2008,B0005
3.64207625483732,-2.01370984965265,31.0063113131639,1.9982,2.725,1112,1.85648742081816,1,discharge,24,2008,B0005
3.63846406305335,-2.01281710553717,31.0615188273207,1.9982,2.722,1130.328,1.85648742081816,1,discharge,24,2008,B0005
3.63507606938654,-2.01406265698721,31.1214014942371,1.9984,2.719,1148.75,1.85648742081816,1,discharge,24,2008,B0005
3.63166482425027,-2.0110737646568,31.1624258097232,1.9982,2.715,1167.125,1.85648742081816,1,discharge,24,2008,B0005
3.62857853646882,-2.01089290844406,31.2248065383162,1.9982,2.712,1185.641,1.85648742081816,1,discharge,24,2008,B0005
3.62501259928352,-2.01240394459316,31.2769115546178,1.9982,2.709,1203.984,1.85648742081816,1,discharge,24,2008,B0005
3.62158222681123,-2.01323590772332,31.3290213547672,1.9982,2.705,1222.406,1.85648742081816,1,discharge,24,2008,B0005
3.61846125166182,-2.01419384651964,31.3775838380078,1.9982,2.702,1240.797,1.85648742081816,1,discharge,24,2008,B0005
3.6150672519375,-2.01263667547701,31.4393293495537,1.9984,2.699,1259.156,1.85648742081816,1,discharge,24,2008,B0005
3.61188180875812,-2.01221031969746,31.498754191257,1.9982,2.696,1277.547,1.85648742081816,1,discharge,24,2008,B0005
3.60857867726732,-2.01155223845763,31.554685554736,1.9984,2.693,1295.906,1.85648742081816,1,discharge,24,2008,B0005
3.60553494110992,-2.01406420553574,31.6039426157207,1.9984,2.689,1314.297,1.85648742081816,1,discharge,24,2008,B0005
3.60218589935641,-2.01189939235907,31.6581151604487,1.9982,2.686,1332.687,1.85648742081816,1,discharge,24,2008,B0005
3.59885714511492,-2.01541865942173,31.7009176861845,1.9982,2.683,1351.203,1.85648742081816,1,discharge,24,2008,B0005
3.5957670937938,-2.01274965002258,31.7585632753747,1.9982,2.679,1369.687,1.85648742081816,1,discharge,24,2008,B0005
3.59301666356893,-2.01385129522284,31.8113830261897,1.9984,2.677,1388.125,1.85648742081816,1,discharge,24,2008,B0005
3.58971009399727,-2.01355408336219,31.8692435029812,1.9982,2.673,1406.578,1.85648742081816,1,discharge,24,2008,B0005
3.58665220327661,-2.01630990968773,31.9158461749664,1.9984,2.671,1425.062,1.85648742081816,1,discharge,24,2008,B0005
3.58344203823537,-2.01277099624401,31.9644173877232,1.9982,2.667,1443.609,1.85648742081816,1,discharge,24,2008,B0005
3.58048534434714,-2.01282271630919,32.0131588176493,1.9984,2.664,1462.047,1.85648742081816,1,discharge,24,2008,B0005
3.57725047813026,-2.01251995347493,32.0667188732448,1.9982,2.661,1480.547,1.85648742081816,1,discharge,24,2008,B0005
3.57436883391113,-2.01158502785775,32.1193124143706,1.9982,2.658,1499.031,1.85648742081816,1,discharge,24,2008,B0005
3.57128512768717,-2.01622851328796,32.1618264610706,1.9984,2.655,1517.672,1.85648742081816,1,discharge,24,2008,B0005
3.56872066550615,-2.01222751351201,32.2198455812961,1.9984,2.652,1536.109,1.85648742081816,1,discharge,24,2008,B0005
3.56555467329979,-2.01382425980576,32.2652599456474,1.9984,2.649,1554.781,1.85648742081816,1,discharge,24,2008,B0005
3.56259540878202,-2.01388780465926,32.3143720514147,1.9982,2.646,1573.281,1.85648742081816,1,discharge,24,2008,B0005
3.55978447041058,-2.0108430845976,32.3708398827313,1.9982,2.643,1591.859,1.85648742081816,1,discharge,24,2008,B0005
3.55689375383135,-2.01067819804807,32.4120245292469,1.9984,2.64,1610.406,1.85648742081816,1,discharge,24,2008,B0005
3.55397358754084,-2.01347742984303,32.4470874338899,1.9984,2.638,1628.953,1.85648742081816,1,discharge,24,2008,B0005
3.55119782742195,-2.0132865668224,32.5030455207621,1.9982,2.635,1647.562,1.85648742081816,1,discharge,24,2008,B0005
3.54851559957747,-2.01174038327055,32.5530650519869,1.9982,2.632,1666.062,1.85648742081816,1,discharge,24,2008,B0005
3.54580583110077,-2.01302220679742,32.5989989552268,1.9982,2.629,1684.656,1.85648742081816,1,discharge,24,2008,B0005
3.54311072155012,-2.01341143203016,32.6435172888596,1.9982,2.626,1703.219,1.85648742081816,1,discharge,24,2008,B0005
3.54029355759787,-2.01369895987642,32.6903001955788,1.9982,2.624,1721.891,1.85648742081816,1,discharge,24,2008,B0005
3.53740100559044,-2.0130641417786,32.7300744551023,1.9982,2.621,1740.437,1.85648742081816,1,discharge,24,2008,B0005
3.53518704275422,-2.01105141466717,32.7799186552469,1.9982,2.618,1759.016,1.85648742081816,1,discharge,24,2008,B0005
3.53250894116367,-2.01281524432994,32.8218146993122,1.9982,2.616,1777.641,1.85648742081816,1,discharge,24,2008,B0005
3.52990333773161,-2.01484013680141,32.8657862686428,1.9982,2.613,1796.328,1.85648742081816,1,discharge,24,2008,B0005
3.52754753455626,-2.01296867524278,32.9091581854594,1.9982,2.61,1815.047,1.85648742081816,1,discharge,24,2008,B0005
3.52501550598722,-2.01375543740492,32.9555557305401,1.9982,2.608,1833.75,1.85648742081816,1,discharge,24,2008,B0005
3.52260335738846,-2.01199770761214,32.9837562233623,1.9982,2.606,1852.391,1.85648742081816,1,discharge,24,2008,B0005
3.52011277923015,-2.01126505496849,33.0281574827928,1.9982,2.603,1871.078,1.85648742081816,1,discharge,24,2008,B0005
3.51796894567226,-2.0101869809793,33.0673638525034,1.9982,2.6,1889.844,1.85648742081816,1,discharge,24,2008,B0005
3.51538624843045,-2.01252046603508,33.1149521939097,1.9982,2.598,1908.578,1.85648742081816,1,discharge,24,2008,B0005
3.51328369043578,-2.0135954787602,33.1602794766829,1.9982,2.596,1927.281,1.85648742081816,1,discharge,24,2008,B0005
3.51113986209176,-2.01306955725642,33.2037634771587,1.9984,2.594,1946.031,1.85648742081816,1,discharge,24,2008,B0005
3.50880484091507,-2.01212855894781,33.2371559736088,1.9982,2.591,1964.891,1.85648742081816,1,discharge,24,2008,B0005
3.5068911484709,-2.01165083343349,33.2833657180047,1.9984,2.589,1983.703,1.85648742081816,1,discharge,24,2008,B0005
3.50471159524183,-2.0109261555754,33.318930139104,1.9984,2.587,2002.484,1.85648742081816,1,discharge,24,2008,B0005
3.50278636905226,-2.01508274597528,33.354143538104,1.9982,2.585,2021.187,1.85648742081816,1,discharge,24,2008,B0005
3.50064119243639,-2.01250901677532,33.3976334830985,1.9982,2.583,2039.906,1.85648742081816,1,discharge,24,2008,B0005
3.4988403247245,-2.01533995414952,33.4416714679555,1.9984,2.581,2058.641,1.85648742081816,1,discharge,24,2008,B0005
3.49651009173077,-2.01178460382067,33.4850145365121,1.9982,2.579,2077.406,1.85648742081816,1,discharge,24,2008,B0005
3.49476208394121,-2.01414060527905,33.5312826957184,1.9982,2.577,2096.312,1.85648742081816,1,discharge,24,2008,B0005
3.49264904176421,-2.01195543862615,33.5673161733715,1.9982,2.575,2115.047,1.85648742081816,1,discharge,24,2008,B0005
3.4909038114751,-2.0117008155469,33.6077194810053,1.9984,2.573,2133.969,1.85648742081816,1,discharge,24,2008,B0005
3.48884863255138,-2.0122905398569,33.6626678497965,1.9982,2.571,2152.812,1.85648742081816,1,discharge,24,2008,B0005
3.48686928955369,-2.01129035042103,33.7083635514767,1.9982,2.569,2171.625,1.85648742081816,1,discharge,24,2008,B0005
3.48499587233813,-2.01162470119891,33.7703376463285,1.9982,2.567,2190.547,1.85648742081816,1,discharge,24,2008,B0005
3.48317381201077,-2.01361557545006,33.8156218701867,1.9982,2.565,2209.422,1.85648742081816,1,discharge,24,2008,B0005
3.48099635282812,-2.01193090976318,33.8539421304,1.9982,2.563,2228.297,1.85648742081816,1,discharge,24,2008,B0005
3.47932882883719,-2.01518164543474,33.9043875252823,1.9982,2.561,2247.219,1.85648742081816,1,discharge,24,2008,B0005
3.47721288139096,-2.01404367333818,33.9530969978635,1.9982,2.559,2265.969,1.85648742081816,1,discharge,24,2008,B0005
3.47531054138315,-2.01321776062893,34.0023837556958,1.9982,2.557,2284.937,1.85648742081816,1,discharge,24,2008,B0005
3.47344329038601,-2.01166963894326,34.0477983016684,1.9982,2.555,2303.859,1.85648742081816,1,discharge,24,2008,B0005
3.47118790190817,-2.01289334202513,34.0993435705065,1.9984,2.553,2322.797,1.85648742081816,1,discharge,24,2008,B0005
3.46915803990222,-2.0119443831543,34.140884767723,1.9984,2.551,2341.766,1.85648742081816,1,discharge,24,2008,B0005
3.46715799430632,-2.01242748450159,34.1928948727782,1.9984,2.549,2360.594,1.85648742081816,1,discharge,24,2008,B0005
3.46509799303156,-2.01029962998185,34.2442321616041,1.9984,2.547,2379.578,1.85648742081816,1,discharge,24,2008,B0005
3.4631974854449,-2.01265850112307,34.3002337379549,1.9982,2.545,2398.672,1.85648742081816,1,discharge,24,2008,B0005
3.46076570511258,-2.01396821918466,34.3476221983212,1.9982,2.542,2417.797,1.85648742081816,1,discharge,24,2008,B0005
3.45852954324684,-2.01445353476959,34.4037155027466,1.9982,2.54,2436.906,1.85648742081816,1,discharge,24,2008,B0005
3.45637594635014,-2.01075963984222,34.4552007473828,1.9984,2.538,2455.969,1.85648742081816,1,discharge,24,2008,B0005
3.45382105374173,-2.01217799840737,34.5309695508688,1.9984,2.536,2474.984,1.85648742081816,1,discharge,24,2008,B0005
3.45159071222752,-2.0087093465325,34.5790121799728,1.9984,2.534,2494.031,1.85648742081816,1,discharge,24,2008,B0005
3.44934341523932,-2.01667912857894,34.6419334131685,1.9982,2.531,2513.187,1.85648742081816,1,discharge,24,2008,B0005
3.44691177545508,-2.013858670854,34.7197904424384,1.9982,2.528,2532.391,1.85648742081816,1,discharge,24,2008,B0005
3.44433708002687,-2.01157581274602,34.7746907783456,1.9982,2.526,2551.547,1.85648742081816,1,discharge,24,2008,B0005
3.44186104809679,-2.01111904367465,34.836805177331,1.9982,2.524,2570.578,1.85648742081816,1,discharge,24,2008,B0005
3.43894026608122,-2.01352387230768,34.907722402973,1.9982,2.521,2589.703,1.85648742081816,1,discharge,24,2008,B0005
3.43636103495106,-2.0112922215929,34.9683403278451,1.9984,2.518,2608.797,1.85648742081816,1,discharge,24,2008,B0005
3.4336708090485,-2.01389014130306,35.0390443072811,1.9982,2.516,2627.953,1.85648742081816,1,discharge,24,2008,B0005
3.4308965803729,-2.01266874049439,35.0955677898069,1.9984,2.513,2647.234,1.85648742081816,1,discharge,24,2008,B0005
3.42782089757862,-2.01284143757402,35.1702156401569,1.9984,2.51,2666.516,1.85648742081816,1,discharge,24,2008,B0005
3.42484405913391,-2.01109682920084,35.2465914739535,1.9982,2.507,2685.812,1.85648742081816,1,discharge,24,2008,B0005
3.42175726911613,-2.01176990089421,35.3226408517967,1.9984,2.504,2704.969,1.85648742081816,1,discharge,24,2008,B0005
3.41874632404291,-2.01056085398907,35.3964626242883,1.9982,2.501,2724.203,1.85648742081816,1,discharge,24,2008,B0005
3.41545780861659,-2.01244788793771,35.4585631488119,1.9982,2.498,2743.453,1.85648742081816,1,discharge,24,2008,B0005
3.4117760087145,-2.00991454145122,35.5480173327343,1.9982,2.494,2762.625,1.85648742081816,1,discharge,24,2008,B0005
3.40829396937228,-2.01524819475563,35.6092806543475,1.9982,2.491,2781.922,1.85648742081816,1,discharge,24,2008,B0005
3.40435779393306,-2.01509534741295,35.6849600792217,1.9984,2.487,2801.25,1.85648742081816,1,discharge,24,2008,B0005
3.40023624064031,-2.01287592478801,35.7566251428014,1.9984,2.483,2820.625,1.85648742081816,1,discharge,24,2008,B0005
3.39613071787179,-2.00971985804389,35.8236747419886,1.9982,2.479,2839.937,1.85648742081816,1,discharge,24,2008,B0005
3.39181337842552,-2.01252560977573,35.9094485971755,1.9982,2.475,2859.234,1.85648742081816,1,discharge,24,2008,B0005
3.38704829198639,-2.01247177160775,35.9955666603447,1.9982,2.47,2878.578,1.85648742081816,1,discharge,24,2008,B0005
3.38203092034683,-2.01239144498529,36.0680270107693,1.9982,2.466,2897.937,1.85648742081816,1,discharge,24,2008,B0005
3.37654809410201,-2.01177114049426,36.1517992391747,1.9982,2.46,2917.281,1.85648742081816,1,discharge,24,2008,B0005
3.3704516808092,-2.01305721063971,36.2262079731765,1.9982,2.454,2936.687,1.85648742081816,1,discharge,24,2008,B0005
3.3637870289545,-2.01312977446971,36.3175839844401,1.9982,2.448,2956.078,1.85648742081816,1,discharge,24,2008,B0005
3.3568521938161,-2.01050450679999,36.4017526858026,1.9982,2.442,2975.453,1.85648742081816,1,discharge,24,2008,B0005
3.34867749480244,-2.01344675453145,36.481211620705,1.9982,2.434,2994.969,1.85648742081816,1,discharge,24,2008,B0005
3.3395908974646,-2.01199821133029,36.574010141026,1.9982,2.426,3014.453,1.85648742081816,1,discharge,24,2008,B0005
3.32963512743319,-2.01407644805371,36.6776268552164,1.9982,2.416,3033.891,1.85648742081816,1,discharge,24,2008,B0005
3.31820790626283,-2.0100685422582,36.7674701803069,1.9982,2.405,3053.375,1.85648742081816,1,discharge,24,2008,B0005
3.30494144277741,-2.01386694513532,36.8618549904158,1.9982,2.394,3072.859,1.85648742081816,1,discharge,24,2008,B0005
3.29037736566309,-2.01101273322598,36.9759823697988,1.9982,2.38,3092.328,1.85648742081816,1,discharge,24,2008,B0005
3.27371569393002,-2.01231137821328,37.0692161840065,1.9982,2.364,3111.828,1.85648742081816,1,discharge,24,2008,B0005
3.25451646129461,-2.01109019781861,37.1810726027764,1.9982,2.346,3131.234,1.85648742081816,1,discharge,24,2008,B0005
3.23310264309898,-2.01123506748446,37.3095796004662,1.9982,2.327,3150.672,1.85648742081816,1,discharge,24,2008,B0005
3.20827869027007,-2.01171702739523,37.4204443769423,1.9982,2.303,3170.187,1.85648742081816,1,discharge,24,2008,B0005
3.17996176471995,-2.01106145318504,37.5617272448969,1.9984,2.277,3189.734,1.85648742081816,1,discharge,24,2008,B0005
3.14722299323229,-2.01168998518774,37.6933818063299,1.9982,2.247,3209.297,1.85648742081816,1,discharge,24,2008,B0005
3.1093305814329,-2.01339607190516,37.8404274412126,1.9984,2.213,3229.016,1.85648742081816,1,discharge,24,2008,B0005
3.0653815793591,-2.01480817601455,37.9825248595211,1.9982,2.173,3248.625,1.85648742081816,1,discharge,24,2008,B0005
3.0130612235669,-2.01109469569165,38.1332549112527,1.9982,2.125,3268.328,1.85648742081816,1,discharge,24,2008,B0005
2.94920549054709,-2.01421697020321,38.3030312126006,1.9982,2.068,3287.969,1.85648742081816,1,discharge,24,2008,B0005
2.86601801412344,-2.01060914921418,38.4764457178716,1.9982,1.998,3307.625,1.85648742081816,1,discharge,24,2008,B0005
2.75725191265609,-2.01411159372913,38.668603538518,1.9984,1.906,3327.234,1.85648742081816,1,discharge,24,2008,B0005
2.61246734790709,-2.01263909909732,38.904112238536,1.9982,1.782,3346.937,1.85648742081816,1,discharge,24,2008,B0005
3.97999493799801,-2.01547907130907,24.7914499784163,1.9982,3.055,35.766,1.83534919422341,3,discharge,24,2008,B0005
3.95817031388736,-2.01481502240041,24.9429596435926,1.9982,3.023,53.891,1.83534919422341,3,discharge,24,2008,B0005
3.94167328117853,-2.01189335984567,25.1163995806221,1.9982,3,72.094,1.83534919422341,3,discharge,24,2008,B0005
3.92793774039863,-2.01289526276814,25.310700260959,1.9982,2.981,90.187,1.83534919422341,3,discharge,24,2008,B0005
3.91619243593823,-2.01047613471267,25.4994182559601,1.9982,2.97,108.328,1.83534919422341,3,discharge,24,2008,B0005
3.90572710422948,-2.01380400333242,25.6813840799234,1.9982,2.961,126.609,1.83534919422341,3,discharge,24,2008,B0005
3.89662598923879,-2.01209617644223,25.875328769015,1.9982,2.953,144.828,1.83534919422341,3,discharge,24,2008,B0005
3.88836274866751,-2.0139499740325,26.0540853866601,1.9982,2.945,163.062,1.83534919422341,3,discharge,24,2008,B0005
3.88049408459637,-2.01124418105155,26.2502946863271,1.9982,2.937,181.25,1.83534919422341,3,discharge,24,2008,B0005
3.87296900232957,-2.01341463351137,26.4173571845917,1.9982,2.931,199.406,1.83534919422341,3,discharge,24,2008,B0005
3.86621068580354,-2.01087459982234,26.6084070553441,1.9982,2.924,217.453,1.83534919422341,3,discharge,24,2008,B0005
3.85983967666287,-2.01093244515381,26.7641065350255,1.9982,2.918,235.516,1.83534919422341,3,discharge,24,2008,B0005
3.85310589075283,-2.01417506931158,26.9383718614901,1.9982,2.911,253.797,1.83534919422341,3,discharge,24,2008,B0005
3.84705985462371,-2.01295268050862,27.1063125466003,1.9982,2.906,271.937,1.83534919422341,3,discharge,24,2008,B0005
3.84120156516838,-2.01370033800613,27.2718870824293,1.9982,2.9,290.109,1.83534919422341,3,discharge,24,2008,B0005
3.83553607020403,-2.01310239991037,27.4258280967975,1.9982,2.895,308.25,1.83534919422341,3,discharge,24,2008,B0005
3.8301986826038,-2.0152020458741,27.580183261015,1.9982,2.889,326.375,1.83534919422341,3,discharge,24,2008,B0005
3.82489404985223,-2.01413847805427,27.7345888898554,1.9982,2.885,344.562,1.83534919422341,3,discharge,24,2008,B0005
3.81974186384967,-2.01070752472895,27.8945802819241,1.9982,2.88,362.719,1.83534919422341,3,discharge,24,2008,B0005
3.81475917582396,-2.00972844176307,28.0434256497518,1.9982,2.875,380.844,1.83534919422341,3,discharge,24,2008,B0005
3.80964188573171,-2.01075310890679,28.2025901559182,1.9982,2.87,399.078,1.83534919422341,3,discharge,24,2008,B0005
3.80472375361595,-2.01480677916483,28.3407174849988,1.9982,2.865,417.234,1.83534919422341,3,discharge,24,2008,B0005
3.79959954161073,-2.01440874850063,28.4859549640518,1.9982,2.861,435.437,1.83534919422341,3,discharge,24,2008,B0005
3.79475745583299,-2.01280465221133,28.6262478275447,1.9982,2.856,453.641,1.83534919422341,3,discharge,24,2008,B0005
3.78965733540618,-2.01270043026821,28.7700709921703,1.9982,2.851,471.844,1.83534919422341,3,discharge,24,2008,B0005
3.78478334298226,-2.01408210856579,28.8989114609444,1.9982,2.847,490.062,1.83534919422341,3,discharge,24,2008,B0005
3.77988337448382,-2.01357636764552,29.0338874142199,1.9982,2.842,508.281,1.83534919422341,3,discharge,24,2008,B0005
3.77494070960564,-2.01326555069223,29.162029607871,1.9982,2.837,526.516,1.83534919422341,3,discharge,24,2008,B0005
3.77009169060819,-2.01638393823283,29.2752823915084,1.9982,2.833,544.75,1.83534919422341,3,discharge,24,2008,B0005
3.76517595543535,-2.01570781456843,29.3769496958719,1.9982,2.828,562.969,1.83534919422341,3,discharge,24,2008,B0005
3.76061803708445,-2.01317208541789,29.4777985182777,1.9982,2.823,581.187,1.83534919422341,3,discharge,24,2008,B0005
3.75638199675142,-2.00735225511999,29.5781150303222,1.9982,2.819,599.359,1.83534919422341,3,discharge,24,2008,B0005
3.75164544732687,-2.01416979032397,29.6651804062588,1.9982,2.815,617.547,1.83534919422341,3,discharge,24,2008,B0005
3.7473488128089,-2.01243897802106,29.7615301152064,1.9982,2.811,635.719,1.83534919422341,3,discharge,24,2008,B0005
3.74316343526258,-2.01333589061259,29.8463020804482,1.9982,2.806,654.078,1.83534919422341,3,discharge,24,2008,B0005
3.73887883946505,-2.01356716313794,29.9220212168532,1.9982,2.802,672.359,1.83534919422341,3,discharge,24,2008,B0005
3.73478764326863,-2.01225685289953,29.9702316310154,1.9982,2.798,690.562,1.83534919422341,3,discharge,24,2008,B0005
3.73076479909792,-2.01169070081417,30.0323762389606,1.9982,2.794,709,1.83534919422341,3,discharge,24,2008,B0005
3.72672624283786,-2.01364485474958,30.0983570306535,1.9982,2.79,727.172,1.83534919422341,3,discharge,24,2008,B0005
3.72289165987594,-2.01284714580239,30.1495730122854,1.9982,2.786,745.453,1.83534919422341,3,discharge,24,2008,B0005
3.71893254459519,-2.01363447418237,30.2029544576012,1.9982,2.782,763.672,1.83534919422341,3,discharge,24,2008,B0005
3.71458622022805,-2.01030567346533,30.2501674932613,1.9982,2.779,781.937,1.83534919422341,3,discharge,24,2008,B0005
3.71088454849477,-2.01322253732232,30.2991594433824,1.9982,2.774,800.312,1.83534919422341,3,discharge,24,2008,B0005
3.70689928144906,-2.01280091333469,30.3448311399499,1.9982,2.771,818.641,1.83534919422341,3,discharge,24,2008,B0005
3.7028243266938,-2.01024144458474,30.3912141735657,1.9982,2.767,836.969,1.83534919422341,3,discharge,24,2008,B0005
3.69909826967283,-2.01263315860367,30.4262212835361,1.9982,2.763,855.344,1.83534919422341,3,discharge,24,2008,B0005
3.69509649843157,-2.00863765210995,30.4770100750011,1.9982,2.759,873.734,1.83534919422341,3,discharge,24,2008,B0005
