dischargeCycles,initialCapacity,Voltage20,AvgCurrent20,AvgTemp20,eodTime,log_eod_time
67,1.8518025516704486,3.580682414746629,-2.0187222790833808,28.79391014231034,2932.1242540998246,7.983482440723813
68,1.8518025516704486,3.5785931249023326,-2.0188860921603546,28.798613663801053,2919.2344953543957,7.97907670176741
69,1.8518025516704486,3.5773919903012072,-2.0190278558919204,28.871544487690542,2910.682784950603,7.976142966646929
70,1.8518025516704486,3.57575589840983,-2.018859514422393,28.909974574748833,2899.314003206769,7.9722294373736995
71,1.8518025516704486,3.573125492872753,-2.019013117815651,28.891397258979197,2887.7102620410787,7.96821917020183
72,1.8518025516704486,3.571376844958973,-2.0190579296580653,28.867536329753698,2876.6809740785925,7.964392469004849
73,1.8518025516704486,3.5691605845994627,-2.0191240685539413,28.875674278331715,2863.901393840697,7.959940097962931
74,1.8518025516704486,3.566966372967039,-2.0190940828675785,28.871863360777347,2851.7795569820746,7.9556984843610286
75,1.8518025516704486,3.5647803995478644,-2.0189002729380396,28.828323997587315,2839.9382457817815,7.951537586475803
76,1.8518025516704486,3.5624144238037596,-2.019453590644165,28.78329203040926,2826.593611817476,7.946827594907962
77,1.8518025516704486,3.5600170070939297,-2.0189856126940033,28.726981550952388,2823.077266372836,7.945582798184574
78,1.8518025516704486,3.5666507879047953,-2.019027982846952,29.308099971086673,2845.366406379799,7.953447127856446
79,1.8518025516704486,3.5580048334451235,-2.0187467134115447,28.70850117459712,2810.8049448951288,7.941226178564798
80,1.8518025516704486,3.5535669353963684,-2.019396871639749,28.373615613096177,2792.2764392920367,7.934612470188727
81,1.8518025516704486,3.5522295612639962,-2.0194931461662966,28.489670544646458,2780.8792392766322,7.9305224298019725
82,1.8518025516704486,3.552327397119418,-2.0197569972244405,28.97322951262052,2776.082503283217,7.928796041387947
83,1.8518025516704486,3.552325555999316,-2.019635077818552,29.265723992153635,2769.6209937830513,7.926465764470863
84,1.8518025516704486,3.5495587415813814,-2.019604327857749,29.1500056825516,2755.9638075811913,7.921522499819886
85,1.8518025516704486,3.5461539093391736,-2.019330267467615,28.95375622992225,2741.1511721411875,7.916133246967727
86,1.8518025516704486,3.541883467156783,-2.0193237431409927,28.66707817503631,2725.4390141947265,7.910384800247651
87,1.8518025516704486,3.5415558507780984,-2.0198515385566425,28.89438481703419,2720.400959618383,7.908534560050422
88,1.8518025516704486,3.54223146704699,-2.0194024100337193,29.25843120010138,2717.7262203162,7.907550861277161
89,1.8518025516704486,3.540685529285212,-2.019478764624779,29.31044448405303,2708.743395563446,7.904240114661513
90,1.8518025516704486,3.5651343726528895,-2.019351676818406,29.084042681754877,2865.7470269074156,7.960584337537516
91,1.8518025516704486,3.5574303152898663,-2.019595470292174,29.690887260020737,2782.6300203035266,7.931151809929874
92,1.8518025516704486,3.551633950449751,-2.019337917371079,29.67681835531983,2755.198235613276,7.921244673848943
93,1.8518025516704486,3.5473845538351756,-2.019358173753489,29.464912688588143,2735.852338724946,7.914198307521747
94,1.8518025516704486,3.543166584026274,-2.0193381769320733,29.280376525694727,2717.6954569492373,7.907539541689173
95,1.8518025516704486,3.540436490905413,-2.019394526706025,29.180565805379608,2704.3302785972387,7.90260957415547
96,1.8518025516704486,3.5384524278275284,-2.019598094019663,29.244143403793167,2692.821489217445,7.8983448036547905
97,1.8518025516704486,3.5363915332518303,-2.0198214413305506,29.280453529863255,2683.2886057086907,7.894798412925584
98,1.8518025516704486,3.534471499809921,-2.0195743860426787,29.31454805108985,2672.3361921228243,7.890708347147061
99,1.8518025516704486,3.5320674852056437,-2.019747150786947,29.302576410595183,2661.4843949877113,7.886639289355988
100,1.8518025516704486,3.5302088927273454,-2.0196766737715253,29.3513807873064,2652.4757455318954,7.883248726443276
101,1.8518025516704486,3.528304111286639,-2.019485412941796,29.360043377515858,2641.8951727449157,7.879251807060027
102,1.8518025516704486,3.5265821175383003,-2.019897946508643,29.36048159298709,2631.8784227340802,7.875453099407991
103,1.8518025516704486,3.5264664761951527,-2.0198893562954914,29.402962163505748,2643.8567277008055,7.879994011795657
104,1.8518025516704486,3.5358680212422264,-2.0198203132659347,30.094929999302344,2665.0660073157824,7.887984104516776
105,1.8518025516704486,3.528572914287712,-2.0199504535476094,29.929037203604747,2635.8006494035562,7.876942266587919
106,1.8518025516704486,3.5251939223468174,-2.0198593805431386,29.787115443705044,2619.6301263577247,7.8707884136433695
107,1.8518025516704486,3.5186909765979575,-2.0197235735549,29.565470749718617,2589.9571013919567,7.859396591387284
108,1.8518025516704486,3.518427199980948,-2.020337376912702,29.55042636242709,2593.548954230485,7.860782469352846
109,1.8518025516704486,3.5188725494645072,-2.0203437399294684,29.85721522796775,2588.5565987861787,7.85885570157951
110,1.8518025516704486,3.5173005968731816,-2.0198756696365474,30.00109184267888,2579.366834050545,7.855299234638222
111,1.8518025516704486,3.51370543967105,-2.0199922281381393,29.756478100644124,2567.8799971862863,7.850835933650322
112,1.8518025516704486,3.5108302369036433,-2.0204802050116877,29.589856215611277,2557.189822870358,7.846664209090486
113,1.8518025516704486,3.5107575502633916,-2.0203562956312138,29.858787004942588,2551.189010220956,7.8443148079964455
114,1.8518025516704486,3.51037396277702,-2.020229497928655,30.12681269736871,2546.463428018303,7.842460784555833
115,1.8518025516704486,3.507913858758612,-2.020079231743613,29.995006362679636,2537.7444049269557,7.8390309359244315
116,1.8518025516704486,3.5044576224951784,-2.0198488642954264,29.80152684883216,2526.0571244795215,7.8344149172546995
117,1.8518025516704486,3.501682397337989,-2.0201862122873493,29.614942427969748,2515.8978638341237,7.830385022335823
118,1.8518025516704486,3.5016850718948196,-2.020384148729289,29.871018655491465,2512.3580968029155,7.828977071887927
119,1.8518025516704486,3.5027076370349417,-2.0205621738358537,30.251966141110994,2509.648467234889,7.827897969423041
120,1.8518025516704486,3.5096697701225916,-2.020362449600592,30.17213731486929,2552.573911371738,7.844857506082564
121,1.8518025516704486,3.5148708704547946,-2.0199862126544343,30.336400217376074,2560.5873088148296,7.847991928667229
122,1.8518025516704486,3.5060180545574955,-2.0201221060824865,30.009424900229607,2529.0738089440692,7.835608431275356
123,1.8518025516704486,3.500895956050291,-2.019969175805443,29.686211572458063,2511.352253980878,7.828576633659907
124,1.8518025516704486,3.4976295503228036,-2.020049610985137,29.59278621294597,2498.458641197573,7.823429277194207
125,1.8518025516704486,3.4954605014136844,-2.0202157735777937,29.583688198536123,2488.6159135752,7.8194819769104935
126,1.8518025516704486,3.4931603047087534,-2.0201618910552592,29.560232163179656,2479.335060070753,7.81574568226897
127,1.8518025516704486,3.490728585278542,-2.020101429604579,29.536075723589764,2469.0136470990446,7.811574016709023
128,1.8518025516704486,3.48800972509054,-2.020092692241151,29.43094682486313,2459.5600457862347,7.807737769755733
129,1.8518025516704486,3.486206652150303,-2.0201294662245526,29.379962506079927,2452.529776058479,7.80487533247019
130,1.8518025516704486,3.4838189781685363,-2.020235547155907,29.402095306920636,2440.434003239337,7.799931172650279
131,1.8518025516704486,3.482812380753288,-2.0201927621692892,29.439492242331102,2437.8744996476107,7.798881831951522
132,1.8518025516704486,3.480573426582143,-2.020084140103513,29.376092384107736,2429.445982876336,7.79541851975492
133,1.8518025516704486,3.4867557024008233,-2.019972512081181,29.946658393556433,2451.8700585134243,7.804606301570881
134,1.8518025516704486,3.493590958256586,-2.020096912066019,30.113345062923273,2473.6364127240026,7.813444578823244
135,1.8518025516704486,3.486338293939016,-2.020134505333696,29.918595820709946,2444.991359899203,7.801796868119172
136,1.8518025516704486,3.4811757697332752,-2.020141168963727,29.71372770171453,2428.4316665426945,7.7950009232563735
137,1.8518025516704486,3.477441752217555,-2.020156847166558,29.44558684214,2417.5915473422306,7.790527095211168
138,1.8518025516704486,3.478315624707676,-2.020222799683118,29.806060989308605,2414.641423034202,7.7893060759876995
139,1.8518025516704486,3.4780565994561887,-2.0202126977479735,30.024420596670208,2410.4137128064617,7.787553676816861
140,1.8518025516704486,3.4748164235139716,-2.0201628042946114,29.80493645069316,2401.104805290341,7.783684245951781
141,1.8518025516704486,3.470822702544787,-2.0202726067376258,29.512121241309462,2390.354127308114,7.7791968043712085
142,1.8518025516704486,3.46779929797328,-2.020486160172752,29.36852666664634,2381.6311136386666,7.775540873791016
143,1.8518025516704486,3.4690413837617258,-2.0205918872863604,29.659058671042363,2381.293363058817,7.775399048917635
144,1.8518025516704486,3.468141281019347,-2.0203299516322177,29.745789270224446,2376.5917594598754,7.773422706484719
145,1.8518025516704486,3.464144419533156,-2.020201846574314,29.494974739711317,2364.6998167866436,7.768406365507133
146,1.8518025516704486,3.4603053023166934,-2.020381278530611,29.243819417954093,2356.589907463874,7.764970898601765
147,1.8518025516704486,3.4586783745385805,-2.020541298428304,29.163334738378463,2350.9543472891974,7.76257662992924
148,1.8518025516704486,3.4602484713772363,-2.0208253289662603,29.517225065587702,2350.9822275643733,7.762588488989749
149,1.8518025516704486,3.459060248218117,-2.0206652737615824,29.514636832073865,2345.8990640095876,7.7604240035689855
150,1.8518025516704486,3.457907233109197,-2.0207360738229276,29.116345573675236,2357.441777460309,7.765332317473188
151,1.8518025516704486,3.477926603655352,-2.020410875168341,29.631998169135677,2419.4600936304573,7.791299692454226
152,1.8518025516704486,3.469433524046511,-2.0206080966307813,29.623126788018595,2386.9181308957955,7.777758327843562
153,1.8518025516704486,3.4648372146515243,-2.0205216159199133,29.466242621410053,2371.634945377626,7.771334846662092
154,1.8518025516704486,3.4617303856803874,-2.0204393359291677,29.39735708151706,2361.634680488521,7.767109319464537
155,1.8518025516704486,3.4586803440627567,-2.020473567254125,29.333441111008348,2350.914737447664,7.762559781377814
156,1.8518025516704486,3.4566454070835118,-2.0206493197287623,29.310342274414023,2343.848990201979,7.759549724646325
157,1.8518025516704486,3.455356390873862,-2.020537374808396,29.325973857158196,2338.7791478435665,7.757384340511627
158,1.8518025516704486,3.4529171855066223,-2.0206324663713766,29.27795274279487,2331.0575725067456,7.754077337360844
159,1.8518025516704486,3.451353095605157,-2.020836187136715,29.268333923637503,2325.5132598519,7.751696050583781
160,1.8518025516704486,3.450758320047543,-2.020771244470362,29.333581144957165,2321.1951956510184,7.749837502544803
161,1.8518025516704486,3.449622231987571,-2.0206520653643647,29.38336412623387,2317.0589146861716,7.748053951250316
162,1.8518025516704486,3.4483813994597803,-2.020655771119206,29.43294154012175,2312.5593413329534,7.7461101301742925
163,1.8518025516704486,3.446506842076126,-2.0208643803565174,29.352272022711023,2307.5205122909683,7.7439288557377
164,1.8518025516704486,3.44577338482372,-2.0212041073133578,29.36177730235666,2303.4105927290366,7.742146169960464
165,1.8518025516704486,3.444329249428125,-2.0210085012438883,29.43016523900466,2297.9576324709183,7.739776021542014
166,1.8518025516704486,3.443394430065554,-2.0211229967963806,29.468073489807587,2294.29966253103,7.738182917985938
167,1.8518025516704486,3.457499555372424,-2.0209662829210107,30.054970889509445,2332.7203968487024,7.754790417796208
168,1.8518025516704486,3.465695413785694,-2.0211595608698945,30.36527883783419,2358.002317621193,7.765570063972657
2,2.0251402460314116,3.6397609158312147,-2.021252520041884,29.13121508922903,3602.5286553547544,8.18939128213899
3,2.0251402460314116,3.6411953416930407,-2.021094340474296,29.139096677191368,3592.4778381608626,8.186597449015812
4,2.0251402460314116,3.6413163011966,-2.0208417521768,29.059675099193807,3576.212826653287,8.182059649805797
5,2.0251402460314116,3.6404717808077107,-2.0208176105374815,28.99196948059097,3558.316333595121,8.17704277197331
6,2.0251402460314116,3.6480780185370265,-2.0212224507128345,28.864321046417714,3595.270854254089,8.187374609251464
7,2.0251402460314116,3.6486836574528088,-2.0211870848906406,28.934390914043775,3582.565726179712,8.183834505990337
8,2.0251402460314116,3.6389909016681243,-2.02090353924441,29.03593219183776,3511.3918474366055,8.16376777559083
9,2.0251402460314116,3.6373006761561775,-2.02107460317259,28.965034888219794,3494.9598047165214,8.15907715380536
10,2.0251402460314116,3.6363721988699624,-2.021120585431653,28.90475247320064,3478.8199870085955,8.154448431073543
11,2.0251402460314116,3.6353450747954823,-2.0212557041890116,28.796122221770396,3468.7410184828336,8.151546988225183
12,2.0251402460314116,3.63375264522128,-2.0211850096064685,29.062823445608228,3435.277964321402,8.141853122582331
13,2.0251402460314116,3.632075988830294,-2.021328957577785,29.110775662586022,3417.034171161517,8.136528252405212
14,2.0251402460314116,3.631038686782003,-2.0213619272850853,28.953451181708516,3409.3566081773934,8.134278874521794
15,2.0251402460314116,3.628401188224525,-2.021613577869742,28.818190771324634,3380.740158963237,8.125849946445804
16,2.0251402460314116,3.6246769035537207,-2.021590208877481,28.681768189957438,3357.326323816372,8.11890019923113
17,2.0251402460314116,3.62406406060013,-2.0216972180250954,28.735909928323448,3351.5990781294477,8.117192847685223
18,2.0251402460314116,3.62127816627228,-2.0217110747462352,28.77079132702438,3325.800031508972,8.109465535127917
19,2.0251402460314116,3.6200789876300083,-2.0218282058876182,28.82358914953883,3314.806220062085,8.106154445424824
20,2.0251402460314116,3.640736366999612,-2.0208458224568755,28.679759962740206,3521.9764092194164,8.166777590913167
21,2.0251402460314116,3.639595235673197,-2.0210103477443653,29.037009694101773,3493.9493382183487,8.158787990937578
22,2.0251402460314116,3.636644365842426,-2.020793914210019,28.70628732734824,3465.852808191865,8.150714002031568
23,2.0251402460314116,3.6320987079674043,-2.021023129861934,28.380493623127308,3434.189182289605,8.14153613088045
24,2.0251402460314116,3.6369748287294947,-2.020783902837377,28.234319989005296,3456.1757979104696,8.147917996081187
25,2.0251402460314116,3.6258699243862225,-2.0209874996685357,28.199886358040363,3379.909225652754,8.125604131800674
26,2.0251402460314116,3.620705836958806,-2.021253259866343,28.095305811274212,3341.5002349665897,8.114175157268821
27,2.0251402460314116,3.619297646999205,-2.0214120730176997,28.02389535660498,3334.0507077959614,8.111943272492008
28,2.0251402460314116,3.616201359566335,-2.021301995422181,27.989880397026866,3310.9564191150025,8.10499237500668
29,2.0251402460314116,3.6118111251284892,-2.021880956906059,28.014414656195193,3278.0844011255067,8.095014506722615
30,2.0251402460314116,3.618034448154025,-2.021401698524378,28.02382948477263,3310.8205435097325,8.1049513359907
31,2.0251402460314116,3.6264123057194717,-2.0160568381480797,27.837448062248225,3431.7797843087124,8.140834293137951
32,2.0251402460314116,3.6221295968020146,-2.0160347541978156,28.18672125247649,3358.3862481057367,8.119215854282418
33,2.0251402460314116,3.6160571835482633,-2.015992087994973,27.959072124482496,3316.2718031791997,8.106596480079173
34,2.0251402460314116,3.610589060598365,-2.0158054053234937,27.593618427348467,3287.3244364756356,8.09782927170659
35,2.0251402460314116,3.6046301813385995,-2.0158510948761896,27.563132053744688,3245.650495720557,8.085071069979417
36,2.0251402460314116,3.6049845471005377,-2.0162364403850055,28.031337564733793,3237.1437120459545,8.082446649618515
37,2.0251402460314116,3.599619527678457,-2.0159107269651755,27.770815590895808,3209.9250289250776,8.074002860376265
38,2.0251402460314116,3.593953394151793,-2.0159248385552164,27.623188916591733,3179.0911438120984,8.06435063109185
39,2.0251402460314116,3.5900771164661127,-2.0159283316499814,27.41640371081238,3160.614755428315,8.058521830517012
40,2.0251402460314116,3.5878304246856887,-2.0163431157574494,27.612963926364348,3142.612826658417,8.052809843291143
41,2.0251402460314116,3.5869909443041696,-2.0165535067326434,28.208252931668042,3126.7676833267255,8.047755060910497
42,2.0251402460314116,3.584132804918561,-2.0165447838732415,28.41028301873801,3104.1424826506213,8.040492783165396
43,2.0251402460314116,3.578848411188435,-2.0222725837089013,28.330934276342113,3122.1005673227687,8.046261313023821
44,2.0251402460314116,3.5879153577996568,-2.0160262628392944,28.005214114039667,3153.2081855057027,8.05617568511848
45,2.0251402460314116,3.5771050393795054,-2.0158318542585967,27.61682688517955,3097.3508369108167,8.038302456382766
46,2.0251402460314116,3.57089113632329,-2.016251578919414,27.575610892503153,3061.004324761382,8.02649835180341
47,2.0251402460314116,3.5669350450958675,-2.016338159524929,27.578077990989698,3040.9941521719857,8.019939764680444
48,2.0251402460314116,3.6025040593380666,-2.015932096336782,30.572945249222357,3258.760904104836,8.089102311342561
49,2.0251402460314116,3.600205338522444,-2.016282028420392,29.659478438012794,3227.4761351516327,8.079455728472432
50,2.0251402460314116,3.5894948083234466,-2.0155740544017395,28.931484607354047,3170.576067501016,8.06166857512511
51,2.0251402460314116,3.578910249784874,-2.01601067330873,28.551318058457515,3112.667730253832,8.04323542855917
52,2.0251402460314116,3.5738928403098273,-2.0160953058065445,28.27107582372823,3090.879102349504,8.036210828571818
53,2.0251402460314116,3.5677752925233346,-2.016256995122778,28.31553349809745,3052.3828129314247,8.023677814725868
54,2.0251402460314116,3.564949737245762,-2.0165222057807766,28.656738646615796,3031.676398027648,8.016871012183628
55,2.0251402460314116,3.559305361944067,-2.0164379707040685,28.47947596454442,3005.075161687271,8.00805785886525
56,2.0251402460314116,3.554617365009077,-2.016438978711603,28.373054837081426,2985.3749271573215,8.00148062167701
57,2.0251402460314116,3.5494850229414947,-2.0164977664393433,28.274674438764663,2962.555757802755,7.993807606465512
58,2.0251402460314116,3.545646184393779,-2.017033326277728,28.425473270592683,2942.3342978098335,7.986958524145147
59,2.0251402460314116,3.5435512563041156,-2.0167963728046447,28.87036603968474,2926.7966528423403,7.981663811385585
60,2.0251402460314116,3.5384630843077503,-2.016704236607248,28.73993631795665,2906.418098272846,7.974676707928908
61,2.0251402460314116,3.5315310407704796,-2.016799309909741,28.63336022712267,2874.0958640123763,7.9634934216889395
62,2.0251402460314116,3.52606408586102,-2.0168031069696393,28.44693195798829,2857.3007172614684,7.957632652996046
63,2.0251402460314116,3.524236346592809,-2.017530465128454,28.675781498332555,2849.7135802549747,7.954973770056269
64,2.0251402460314116,3.5193209966703054,-2.0164870637653123,28.674480427831814,2831.254283214233,7.948475102065249
65,2.0251402460314116,3.5193583648202145,-2.016893811204007,28.77577373303891,2824.666409719195,7.9461455515528
66,2.0251402460314116,3.510606123589163,-2.016882560392881,28.642001743516253,2792.7937873982246,7.9347977312818445
67,2.0251402460314116,3.506301741277645,-2.0168809929654943,28.521340971508838,2782.480827917358,7.931098192889613
68,2.0251402460314116,3.501994519753095,-2.0170290379584874,28.54346235233915,2766.612455068972,7.92537891037122
69,2.0251402460314116,3.498495167020553,-2.017251724155443,28.63275754000852,2753.2583851120394,7.9205403565728005
70,2.0251402460314116,3.4924652239884755,-2.0173035127802654,28.675383370023365,2724.6428364836047,7.910092629326701
71,2.0251402460314116,3.491379177845526,-2.0172034312833604,28.6625223904923,2728.9232354422716,7.911662391123358
72,2.0251402460314116,3.4878531079628323,-2.017283906153279,28.66328869803239,2716.3122111866505,7.907030434644451
73,2.0251402460314116,3.4839638250645275,-2.017310763495566,28.685223113514486,2704.337785632575,7.902612350083017
74,2.0251402460314116,3.480193428298729,-2.0172391799421834,28.696681291396253,2692.4566211624283,7.898209297911876
75,2.0251402460314116,3.4764633946806724,-2.0173388496378792,28.659198273863893,2680.2290159510544,7.893657523567022
76,2.0251402460314116,3.4719986588601186,-2.0172792967742024,28.62315290107892,2664.718895934917,7.887853851087169
77,2.0251402460314116,3.4678809800648582,-2.0170145075684385,28.670429579520537,2658.3379549365427,7.8854563775175475
78,2.0251402460314116,3.4884781076917286,-2.0170832867461055,29.22544954392302,2735.28910428158,7.913992414674259
79,2.0251402460314116,3.473219322574877,-2.0169945980020567,28.674711175568568,2682.7907096639246,7.894612841294256
80,2.0251402460314116,3.465007158645639,-2.0171814800630656,28.38371001827761,2658.9628374018034,7.885691414989581
81,2.0251402460314116,3.45992217698772,-2.0174343825357437,28.508287534641767,2638.26171340279,7.877875537379414
82,2.0251402460314116,3.460432700042013,-2.0181387736452336,29.001748494536777,2636.4489686501347,7.877188203065444
83,2.0251402460314116,3.45967614231781,-2.0175978202942586,29.310166025505254,2629.235715531155,7.874448480479097
84,2.0251402460314116,3.4545955938028174,-2.017695300362823,29.215957076971918,2614.926051875646,7.868991097657745
85,2.0251402460314116,3.4482327211781363,-2.0175769650765876,29.019044616481153,2594.3432318749547,7.8610886737311105
86,2.0251402460314116,3.443199688512032,-2.017488543073442,28.750195120483426,2586.3407785333284,7.857999328891626
87,2.0251402460314116,3.442658424363558,-2.0179480938463463,28.99560961522123,2582.859954640647,7.856652573523256
88,2.0251402460314116,3.4429935368318234,-2.0178626431698263,29.347895390651907,2579.321751346257,7.855281756279704
89,2.0251402460314116,3.4408043921461466,-2.017776921824327,29.409081227335182,2572.847782969132,7.852768651172697
91,2.0251402460314116,3.488289711594035,-2.017519658531766,29.4871869982085,2759.3399314829676,7.922746774849222
92,2.0251402460314116,3.474766925870821,-2.0173039583840024,29.517395517656603,2701.2167103564943,7.901457583953022
93,2.0251402460314116,3.4666690156571667,-2.017272236807291,29.315800272140706,2670.9799676050093,7.890200713121151
